Seconds,Value
3838354788.5279999,
3838354788.5560002,
3838354791.6699839,
3838354796.1659842,T
3838354796.2969918,Th
3838354796.402976,The
3838354796.5269761,The 
3838354796.9149761,The q
3838354797.0089922,The qu
3838354797.0809922,The qui
3838354797.1880002,The quic
3838354797.3039999,The quick
3838354797.4049921,The quick 
3838354797.5369921,The quick b
3838354797.7269759,The quick br
3838354797.836,The quick bro
3838354797.9840002,The quick brow
3838354798.0669761,The quick brown
3838354798.1749759,The quick brown 
3838354798.8049922,The quick brown f
3838354798.9309759,The quick brown fo
3838354799.0640001,The quick brown fox
3838354799.2049918,The quick brown fox 
3838354799.3889918,The quick brown fox j
3838354799.5640001,The quick brown fox ju
3838354799.7309761,The quick brown fox jum
3838354799.8129921,The quick brown fox jump
3838354799.977984,The quick brown fox jumps
3838354800.1949759,The quick brown fox jumps 
3838354800.3080001,The quick brown fox jumps o
3838354800.457984,The quick brown fox jumps ov
3838354800.5789762,The quick brown fox jumps ove
3838354800.652,The quick brown fox jumps over
3838354800.7199998,The quick brown fox jumps over 
3838354800.868,The quick brown fox jumps over t
3838354800.9909759,The quick brown fox jumps over th
3838354801.0329919,The quick brown fox jumps over the
3838354801.3099842,The quick brown fox jumps over the 
3838354801.704,The quick brown fox jumps over the l
3838354801.8229761,The quick brown fox jumps over the la
3838354802.0609918,The quick brown fox jumps over the laz
3838354802.1739841,The quick brown fox jumps over the lazy
3838354802.244,The quick brown fox jumps over the lazy 
3838354802.616992,The quick brown fox jumps over the lazy d
3838354802.6919999,The quick brown fox jumps over the lazy do
3838354802.8299842,The quick brown fox jumps over the lazy dog
3838354803.0409918,The quick brown fox jumps over the lazy dog

3838354803.4400001,The quick brown fox jumps over the lazy dog
T
3838354803.596992,The quick brown fox jumps over the lazy dog
Th
3838354803.6739841,The quick brown fox jumps over the lazy dog
The
3838354803.8000002,The quick brown fox jumps over the lazy dog
The 
3838354803.9369922,The quick brown fox jumps over the lazy dog
The q
3838354804.029984,The quick brown fox jumps over the lazy dog
The qu
3838354804.116992,The quick brown fox jumps over the lazy dog
The qui
3838354804.2229762,The quick brown fox jumps over the lazy dog
The quic
3838354804.3299842,The quick brown fox jumps over the lazy dog
The quick
3838354804.4209919,The quick brown fox jumps over the lazy dog
The quick 
3838354804.6779842,The quick brown fox jumps over the lazy dog
The quick b
3838354804.8720002,The quick brown fox jumps over the lazy dog
The quick br
3838354804.9679999,The quick brown fox jumps over the lazy dog
The quick bro
3838354805.3739839,The quick brown fox jumps over the lazy dog
The quick brow
3838354805.494976,The quick brown fox jumps over the lazy dog
The quick brown
3838354805.6059842,The quick brown fox jumps over the lazy dog
The quick brown 
3838354805.9209919,The quick brown fox jumps over the lazy dog
The quick brown f
3838354806.0240002,The quick brown fox jumps over the lazy dog
The quick brown fo
3838354806.1859841,The quick brown fox jumps over the lazy dog
The quick brown fox
3838354806.4189758,The quick brown fox jumps over the lazy dog
The quick brown fox 
3838354806.7600002,The quick brown fox jumps over the lazy dog
The quick brown fox j
3838354806.9920001,The quick brown fox jumps over the lazy dog
The quick brown fox ju
3838354807.1819839,The quick brown fox jumps over the lazy dog
The quick brown fox jum
3838354807.253984,The quick brown fox jumps over the lazy dog
The quick brown fox jump
3838354807.3759999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps
3838354807.5159998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3838354807.6309762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3838354807.7019839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3838354807.8429761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps ove
3838354807.9120002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over
3838354807.962976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over 
3838354808.1029758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over t
3838354808.1899838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over th
3838354808.2299838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the
3838354808.3280001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the 
3838354808.462976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the l
3838354808.5599999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the la
3838354808.7680001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the laz
3838354808.8439999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy
3838354808.888,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy 
3838354809.290976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy d
3838354809.4509759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
3838354809.6429758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
3838354809.8149762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog

3838354810.3379841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
T
3838354810.5069761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
Th
3838354810.592,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The
3838354810.704,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The 
3838354810.840992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The q
3838354810.9249921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The qu
3838354811.014976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The qui
3838354811.1489921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quic
3838354811.2449918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick
3838354811.3419838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick 
3838354811.5189762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick b
3838354811.7219839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick br
3838354811.8499842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick bro
3838354811.9640002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brow
3838354812.0359998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown
3838354812.166976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown 
3838354812.5640001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown f
3838354812.616992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fo
3838354812.800992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox
3838354812.9089918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox 
3838354813.106976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox j
3838354813.2819839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox ju
3838354813.46,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jum
3838354813.5329919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jump
3838354813.6209922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps
3838354813.7600002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3838354813.8369918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3838354814.3139839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3838354814.4269762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
