Seconds,Value.key,Value.pressed
3840865052.1109762,RShiftKey,True
3840865052.3089919,T,True
3840865052.4149761,T,False
3840865052.4200001,RShiftKey,False
3840865052.5219841,O,True
3840865052.6719999,O,False
3840865055.9679999,RShiftKey,True
3840865056.208992,T,True
3840865056.2899842,RShiftKey,False
3840865056.2939839,T,False
3840865056.3469758,O,True
3840865056.4299841,O,False
3840865056.494976,D,True
3840865056.6259842,D,False
3840865056.6449919,A,True
3840865056.7419839,A,False
3840865056.7459841,Y,True
3840865056.8839998,Y,False
3840865056.888,Space,True
3840865056.9789758,Space,False
3840865057.0569921,I,True
3840865057.1499839,S,True
3840865057.161984,I,False
3840865057.253984,S,False
3840865057.2629762,Space,True
3840865057.3769922,A,True
3840865057.377984,Space,False
3840865057.477984,A,False
3840865057.477984,Space,True
3840865057.574976,Space,False
3840865057.5879998,S,True
3840865057.6339841,U,True
3840865057.7299838,S,False
3840865057.7509761,U,False
3840865058.5040002,N,True
3840865058.621984,N,False
3840865058.7379842,N,True
3840865058.848,N,False
3840865059.0369921,Y,True
3840865059.1329918,Space,True
3840865059.2099838,Y,False
3840865059.273984,Space,False
3840865059.2779841,D,True
3840865059.365984,A,True
3840865059.388,D,False
3840865059.457984,Y,True
3840865059.462976,A,False
3840865059.552,Y,False
3840865060.1139841,Return,True
3840865060.213984,Return,False
3840865060.3099842,RShiftKey,True
3840865060.4520001,T,True
3840865060.524992,RShiftKey,False
3840865060.574976,T,False
3840865060.6059842,O,True
3840865060.7160001,D,True
3840865060.7179842,O,False
3840865060.8249922,A,True
3840865060.8339839,D,False
3840865060.8899841,Y,True
3840865060.9389758,A,False
3840865060.9969921,Space,True
3840865061.052,Y,False
3840865061.101984,Space,False
3840865061.1680002,I,True
3840865061.2469759,S,True
3840865061.2849922,I,False
3840865061.3449922,Space,True
3840865061.3619838,S,False
3840865061.4459839,Space,False
3840865061.4619842,A,True
3840865061.5539842,Space,True
3840865061.5929918,A,False
3840865061.6549759,Space,False
3840865061.7149758,S,True
3840865061.7899842,U,True
3840865061.8379841,S,False
3840865061.8959999,U,False
3840865061.9909759,N,True
3840865062.0579839,N,False
3840865062.1399999,N,True
3840865062.224,N,False
3840865062.3219838,Y,True
3840865062.4059839,Space,True
3840865062.448,Y,False
3840865062.4939842,D,True
3840865062.5069761,Space,False
3840865062.612,A,True
3840865062.6160002,D,False
3840865062.6799998,Y,True
3840865062.7019839,A,False
3840865062.7689919,Y,False
3840865062.9169922,Return,True
3840865063.0129919,Return,False
3840865063.0859842,RShiftKey,True
3840865063.4569921,T,True
3840865063.5279999,RShiftKey,False
3840865063.5489922,T,False
3840865063.6109762,O,True
3840865063.7080002,O,False
3840865063.7360001,D,True
3840865063.8239999,A,True
3840865063.8329921,D,False
3840865063.9149761,Y,True
3840865063.9359999,A,False
3840865064.0029759,Space,True
3840865064.0409918,Y,False
3840865064.0869761,Space,False
3840865064.1289921,I,True
3840865064.2259841,S,True
3840865064.238976,I,False
3840865064.3349762,S,False
3840865064.3349762,Space,True
3840865064.4400001,Space,False
3840865064.4439998,A,True
3840865064.5529919,Space,True
3840865064.569984,A,False
3840865064.6589761,Space,False
3840865064.7049918,U,True
3840865064.8219838,U,False
3840865064.922976,N,True
3840865064.989984,N,False
3840865065.0739841,N,True
3840865065.161984,N,False
3840865065.3280001,Back,True
3840865065.3989758,Back,False
3840865065.4689922,Back,True
3840865065.5489922,Back,False
3840865065.6240001,Back,True
3840865065.7249918,Back,False
3840865065.7459841,S,True
3840865065.8619838,S,False
3840865065.865984,U,True
3840865065.9669762,U,False
3840865066.0619841,N,True
3840865066.1249919,N,False
3840865066.1909761,N,True
3840865066.2699838,N,False
3840865066.3800001,Y,True
3840865066.4559999,Space,True
3840865066.509984,Y,False
3840865066.5269761,D,True
3840865066.5479999,Space,False
3840865066.6029758,A,True
3840865066.632,D,False
3840865066.7129922,Y,True
3840865066.7209921,A,False
3840865066.8029761,Y,False
3840865066.9389758,Return,True
3840865067.034976,Return,False
3840865067.112,RShiftKey,True
3840865067.228992,T,True
3840865067.2880001,RShiftKey,False
3840865067.3339839,T,False
3840865067.3749762,O,True
3840865067.4720001,O,False
3840865067.4720001,D,True
3840865067.5809922,A,True
3840865067.5869761,D,False
