Seconds,Value.key,Value.pressed
3838373947.9789758,LShiftKey,True
3838373948.1719999,T,True
3838373948.238976,LShiftKey,False
3838373948.256,T,False
3838373948.3829761,H,True
3838373948.4699841,H,False
3838373948.5640001,E,True
3838373948.6349759,Space,True
3838373948.6399999,E,False
3838373948.7329922,Space,False
3838373950.6680002,LShiftKey,True
3838373950.8149762,T,True
3838373950.8649921,LShiftKey,False
3838373950.8939838,T,False
3838373951.0040002,H,True
3838373951.0999999,H,False
3838373951.1659842,E,True
3838373951.253984,E,False
3838373951.2989759,Space,True
3838373951.4039998,Space,False
3838373951.4200001,Q,True
3838373951.5079999,Q,False
3838373951.5589762,U,True
3838373951.6809921,I,True
3838373951.738976,U,False
3838373951.8169918,I,False
3838373951.845984,C,True
3838373951.9299841,C,False
3838373951.984992,K,True
3838373952.0799999,Space,True
3838373952.1749759,K,False
3838373952.2379842,Space,False
3838373952.348,B,True
3838373952.448,B,False
3838373952.5109758,R,True
3838373952.5899839,O,True
3838373952.6029758,R,False
3838373952.7529922,O,False
3838373952.8039999,W,True
3838373952.8839998,N,True
3838373952.8959999,W,False
3838373952.9769921,N,False
3838373953.0369921,Space,True
3838373953.1409922,Space,False
3838373953.98,F,True
3838373954.0609918,O,True
3838373954.064992,F,False
3838373954.1749759,O,False
3838373954.3179841,X,True
3838373954.4059839,X,False
3838373954.442976,Space,True
3838373954.5469761,Space,False
3838373954.8769922,J,True
3838373954.9520001,J,False
3838373955.029984,U,True
3838373955.1139841,U,False
3838373955.2129922,M,True
3838373955.3239999,M,False
3838373955.4059839,P,True
3838373955.5309758,P,False
3838373955.569984,S,True
3838373955.6779842,S,False
3838373955.7049918,Space,True
3838373955.8049922,Space,False
3838373955.8800001,O,True
3838373956,O,False
3838373956.1749759,V,True
3838373956.244,E,True
3838373956.2649922,V,False
3838373956.3289919,E,False
3838373956.3889918,R,True
3838373956.4689922,Space,True
3838373956.4809918,R,False
3838373956.5659838,Space,False
3838373956.7719998,T,True
3838373956.868,T,False
3838373956.8959999,H,True
3838373956.9920001,H,False
3838373957.072,E,True
3838373957.1179838,E,False
3838373957.3069758,Space,True
3838373957.4000001,Space,False
3838373957.448,L,True
3838373957.6059842,L,False
3838373957.646976,A,True
3838373957.7269759,A,False
3838373958.1089921,Z,True
3838373958.1799998,Z,False
3838373958.2469759,Y,True
3838373958.3429761,Y,False
3838373958.4819841,Space,True
3838373958.5829759,Space,False
3838373958.8249922,D,True
3838373958.908,D,False
3838373959.5599999,O,True
3838373959.6349759,O,False
3838373959.6389761,G,True
3838373959.7229762,G,False
3838373961.2249918,OemPeriod,True
3838373961.3049922,OemPeriod,False
3838373961.5109758,Space,True
3838373961.6029758,Space,False
3838373962.3269758,LShiftKey,True
3838373962.4449921,T,True
3838373962.4989762,LShiftKey,False
3838373962.5279999,T,False
3838373962.6379838,H,True
3838373962.7179842,H,False
3838373962.7899842,E,True
3838373962.8739839,E,False
3838373962.9509759,Space,True
3838373963.0429759,Space,False
3838373963.0659838,Q,True
3838373963.1699839,Q,False
3838373963.2269759,U,True
3838373963.3819842,I,True
3838373963.4520001,U,False
3838373963.5159998,I,False
3838373963.5479999,C,True
3838373963.6360002,C,False
3838373963.6799998,K,True
3838373963.8489919,Space,True
3838373963.890976,K,False
3838373963.9699841,Space,False
3838373964.3869758,B,True
3838373964.484992,B,False
3838373964.5679998,R,True
3838373964.6599998,R,False
3838373964.6739841,O,True
3838373964.7949762,O,False
3838373964.8439999,W,True
3838373964.9489918,W,False
3838373964.952992,N,True
3838373965.0320001,N,False
3838373965.121984,Space,True
3838373965.2229762,Space,False
