Seconds,Value.key,Value.pressed
3839138755.1919999,Capital,True
3839138755.305984,Capital,False
3839138755.3099842,T,True
3839138755.3859839,Capital,True
3839138755.4239998,T,False
3839138755.5279999,H,True
3839138755.5409918,Capital,False
3839138755.6329918,H,False
3839138755.6629758,E,True
3839138755.7769918,E,False
3839138756.5419841,Capital,True
3839138756.6719999,Capital,False
3839138756.704,T,True
3839138756.7499838,Capital,True
3839138756.7929921,T,False
3839138756.8769922,H,True
3839138756.9099841,Capital,False
3839138756.9679999,H,False
3839138756.9720001,E,True
3839138757.0809922,E,False
3839138757.1339841,Space,True
3839138757.2349758,Q,True
3839138757.2399998,Space,False
3839138757.3569918,Q,False
3839138757.9120002,U,True
3839138757.9989762,U,False
3839138758.0629759,I,True
3839138758.1589761,I,False
3839138758.1809921,C,True
3839138758.2369919,K,True
3839138758.2709761,C,False
3839138758.316,K,False
3839138758.422976,Space,True
3839138758.5019841,Space,False
3839138758.5799999,B,True
3839138758.6479998,R,True
3839138758.668992,B,False
3839138758.7360001,R,False
3839138758.778976,O,True
3839138758.8759999,O,False
3839138758.8800001,W,True
3839138758.9720001,N,True
3839138759.009984,W,False
3839138759.0469761,N,False
3839138759.1129918,Space,True
3839138759.198976,F,True
3839138759.2160001,Space,False
3839138759.2949762,F,False
3839138759.330976,O,True
3839138759.422976,O,False
3839138759.5040002,X,True
3839138759.606976,X,False
3839138759.6209922,Space,True
3839138759.7249918,Space,False
3839138759.8329921,J,True
3839138759.9249921,J,False
3839138759.9589758,U,True
3839138760.052,U,False
3839138760.186976,M,True
3839138760.276,M,False
3839138760.3899841,P,True
3839138760.477984,P,False
3839138760.4989762,S,True
3839138760.6289921,Space,True
3839138760.6309762,S,False
3839138760.713984,Space,False
3839138760.7949762,O,True
3839138760.8539839,V,True
3839138760.8920002,O,False
3839138760.9339838,E,True
3839138760.9859838,V,False
3839138761.0109758,R,True
3839138761.0629759,E,False
3839138761.1129918,R,False
3839138761.1479998,Space,True
3839138761.2399998,T,True
3839138761.248992,Space,False
3839138761.3189759,H,True
3839138761.3400002,T,False
3839138761.397984,E,True
3839138761.4000001,H,False
3839138761.5169921,Space,True
3839138761.524992,E,False
3839138761.6040001,Space,False
3839138761.6909761,L,True
3839138761.8000002,L,False
3839138761.800992,A,True
3839138761.9299841,A,False
3839138761.9589758,Z,True
3839138762.0560002,Y,True
3839138762.112,Z,False
3839138762.1160002,Y,False
3839138762.2329922,Space,True
3839138762.3229761,Space,False
3839138762.3400002,D,True
3839138762.4489918,O,True
3839138762.4619842,D,False
3839138762.5339842,O,False
3839138762.6399999,G,True
3839138762.7119999,G,False
3839138762.8119998,Return,True
3839138762.9509759,Return,False
3839138763.0539842,Capital,True
3839138763.1589761,Capital,False
3839138763.1859841,T,True
3839138763.2280002,Capital,True
3839138763.2619839,T,False
3839138763.336,H,True
3839138763.3800001,Capital,False
3839138763.417984,E,True
3839138763.4309759,H,False
3839138763.514976,E,False
3839138763.5709758,Space,True
3839138763.6709762,Space,False
3839138763.8129921,Q,True
3839138763.8600001,U,True
3839138763.9409919,U,False
3839138763.9449921,Q,False
3839138764.009984,I,True
3839138764.0899839,C,True
3839138764.1029758,I,False
3839138764.2080002,C,False
3839138764.2160001,K,True
3839138764.3039999,K,False
3839138764.3859839,Space,True
3839138764.48,Space,False
3839138764.5459838,B,True
3839138764.5840001,R,True
3839138764.6429758,B,False
3839138764.6769919,R,False
3839138764.7409921,O,True
3839138764.8080001,W,True
3839138764.8419838,O,False
3839138764.9299841,W,False
3839138764.937984,N,True
3839138765.0169921,N,False
3839138765.6399999,Space,True
3839138765.7449918,Space,False
3839138765.7800002,F,True
3839138765.870976,F,False
3839138765.8899841,O,True
3839138765.9749761,O,False
3839138766.054976,X,True
3839138766.168992,X,False
3839138766.2099838,Space,True
3839138766.280992,Space,False
3839138766.4200001,J,True
3839138766.5379839,J,False
3839138766.5999999,U,True
3839138766.6819839,U,False
3839138766.756,M,True
3839138766.8539839,M,False
3839138766.9339838,P,True
3839138767.0179839,P,False
3839138767.0309758,S,True
3839138767.152,S,False
3839138767.156992,Space,True
3839138767.2280002,Space,False
3839138767.2889919,O,True
3839138767.348,V,True
3839138767.377984,O,False
3839138767.4409919,E,True
3839138767.482976,R,True
3839138767.4920001,V,False
3839138767.5799999,E,False
3839138767.596992,R,False
3839138767.6259842,Space,True
3839138767.728992,T,True
3839138767.7299838,Space,False
3839138767.8169918,H,True
3839138767.8179841,T,False
3839138767.8589759,E,True
