Seconds,Value.key,Value.pressed
3841031243.9049921,RShiftKey,True
3841031244.0999999,T,True
3841031244.204,T,False
3841031244.2169919,H,True
3841031244.2209921,RShiftKey,False
3841031244.3129921,H,False
3841031244.3749762,E,True
3841031244.4509759,Space,True
3841031244.4709759,E,False
3841031244.5760002,Space,False
3841031244.6499839,Q,True
3841031244.7639999,U,True
3841031244.7719998,Q,False
3841031244.888,I,True
3841031244.9359999,U,False
3841031244.9979839,I,False
3841031245.0279999,C,True
3841031245.112,K,True
3841031245.136992,C,False
3841031245.2160001,K,False
3841031245.2369919,Space,True
3841031245.3329921,Space,False
3841031245.3539839,B,True
3841031245.437984,B,False
3841031245.5259838,R,True
3841031245.6209922,R,False
3841031245.6299839,O,True
3841031245.7299838,O,False
3841031245.7609921,W,True
3841031245.8449922,N,True
3841031245.8579841,W,False
3841031245.9339838,Space,True
3841031245.96,N,False
3841031246.0240002,Space,False
3841031246.0409918,F,True
3841031246.1560001,O,True
3841031246.1609921,F,False
3841031246.256,O,False
3841031246.2699838,X,True
3841031246.3869758,X,False
3841031246.4059839,Space,True
3841031246.484992,Space,False
3841031246.5289922,J,True
3841031246.612,J,False
3841031246.6829758,U,True
3841031246.7659841,U,False
3841031246.8549762,M,True
3841031246.9509759,P,True
3841031247.0059838,M,False
3841031247.0829759,P,False
3841031247.101984,S,True
3841031247.2160001,S,False
3841031247.2349758,Space,True
3841031247.3139839,Space,False
3841031247.3319998,O,True
3841031247.4249921,V,True
3841031247.4459839,O,False
3841031247.5040002,V,False
3841031247.534976,E,True
3841031247.6109762,R,True
3841031247.6449919,Space,True
3841031247.6539841,E,False
3841031247.7009921,R,False
3841031247.733984,Space,False
3841031247.7779841,T,True
3841031247.8369918,H,True
3841031247.8800001,T,False
3841031247.9009919,E,True
3841031247.917984,H,False
3841031248.0029759,Space,True
3841031248.0240002,E,False
3841031248.101984,Space,False
3841031248.1760001,L,True
3841031248.238976,A,True
3841031248.2779841,L,False
3841031248.3400002,A,False
3841031248.4389758,Z,True
3841031248.534976,Y,True
3841031248.5359998,Z,False
3841031248.626976,Space,True
3841031248.6479998,Y,False
3841031248.7059841,Space,False
3841031248.8129921,D,True
3841031248.9089918,D,False
3841031248.9359999,O,True
3841031249.0609918,O,False
3841031249.2869759,G,True
3841031249.3749762,G,False
3841031249.5509758,Return,True
3841031249.6479998,Return,False
3841031249.989984,RShiftKey,True
3841031250.0799999,T,True
3841031250.1509762,RShiftKey,False
3841031250.1760001,T,False
3841031250.2219839,H,True
3841031250.300992,E,True
3841031250.3139839,H,False
3841031250.3969922,E,False
3841031250.4019842,Space,True
3841031250.5019841,Space,False
3841031250.6349759,G,True
3841031250.7099838,G,False
3841031250.9609919,Back,True
3841031251.0479999,Back,False
3841031251.096992,Q,True
3841031251.1859841,Q,False
3841031251.193984,U,True
3841031251.290976,I,True
3841031251.3029761,U,False
3841031251.3699841,I,False
3841031251.370976,C,True
3841031251.4969921,C,False
3841031251.5040002,K,True
3841031251.6049919,K,False
3841031251.621984,Space,True
3841031251.713984,Space,False
3841031251.8119998,B,True
3841031251.9039998,B,False
3841031251.98,R,True
3841031252.0709758,R,False
3841031252.0949759,O,True
3841031252.184,O,False
3841031252.1960001,W,True
3841031252.2929921,N,True
3841031252.3099842,W,False
3841031252.3849921,Space,True
3841031252.402976,N,False
3841031252.477984,Space,False
3841031252.5279999,F,True
3841031252.6329918,F,False
3841031252.6599998,O,True
3841031252.7600002,O,False
3841031252.7819839,X,True
3841031252.908,X,False
3841031252.9359999,Space,True
3841031253.0169921,Space,False
3841031253.0760002,J,True
3841031253.1549759,J,False
3841031253.2080002,U,True
3841031253.3089919,U,False
3841031253.4209919,M,True
3841031253.4840002,P,True
3841031253.5429759,M,False
3841031253.6109762,S,True
3841031253.6160002,P,False
3841031253.698976,S,False
3841031253.7480001,Space,True
3841031253.8369918,Space,False
3841031253.8669758,O,True
3841031253.9729919,O,False
