Seconds,Value.key,Value.pressed
3838184738.3899841,RShiftKey,True
3838184738.5459838,N,True
3838184738.6179838,RShiftKey,False
3838184738.6549759,N,False
3838184738.7309761,O,True
3838184738.8319998,W,True
3838184738.8649921,O,False
3838184738.9840002,Space,True
3838184738.9929919,W,False
3838184739.0689921,Space,False
3838184739.1109762,P,True
3838184739.2219839,P,False
3838184739.296,L,True
3838184739.3959999,E,True
3838184739.4339838,L,False
3838184739.48,A,True
3838184739.5139842,E,False
3838184739.564992,S,True
3838184739.5979838,A,False
3838184739.6399999,E,True
3838184739.6819839,S,False
3838184739.7459841,Space,True
3838184739.7549758,E,False
3838184739.8400002,Space,False
3838184739.865984,C,True
3838184739.9589758,A,True
3838184739.9709759,C,False
3838184740.0189762,N,True
3838184740.0679998,A,False
3838184740.1229758,Space,True
3838184740.1589761,N,False
3838184740.2419839,Space,False
3838184740.285984,Y,True
3838184740.3949761,Y,False
3838184740.3959999,O,True
3838184740.4959998,U,True
3838184740.5689921,Space,True
3838184740.5899839,O,False
3838184740.641984,U,False
3838184740.666976,Space,False
3838184740.6799998,T,True
3838184740.7929921,Y,True
3838184740.7969918,T,False
3838184740.9059839,P,True
3838184740.9109759,Y,False
3838184741.02,E,True
3838184741.024992,P,False
3838184741.1059842,Space,True
3838184741.136992,E,False
3838184741.1880002,Space,False
3838184741.233984,T,True
3838184741.2929921,H,True
3838184741.3469758,T,False
3838184741.3899841,E,True
3838184741.3989758,H,False
3838184741.4699841,Space,True
3838184741.5029759,E,False
3838184741.5789762,Space,False
3838184742.1149759,P,True
3838184742.2109761,P,False
3838184742.256,H,True
3838184742.348,R,True
3838184742.3649921,H,False
3838184742.482976,R,False
3838184742.4969921,A,True
3838184742.5809922,S,True
3838184742.6099839,A,False
3838184742.7269759,S,False
3838184742.9539838,E,True
3838184743.101984,E,False
3838184743.3179841,Space,True
3838184743.494976,Space,False
3838184743.6479998,Oemtilde,True
3838184743.756,Oemtilde,False
3838184743.8329921,Space,True
3838184743.9589758,Space,False
3838184744.2529922,Back,True
3838184744.340992,Back,False
3838184744.464992,RShiftKey,True
3838184744.5529919,T,True
3838184744.6049919,RShiftKey,False
3838184744.6629758,T,False
3838184744.7049918,H,True
3838184744.7800002,E,True
3838184744.7969918,H,False
3838184744.8819842,Space,True
3838184744.8989758,E,False
3838184744.9889922,Space,False
3838184744.9979839,Q,True
3838184745.1139841,Q,False
3838184745.1179838,U,True
3838184745.2229762,I,True
3838184745.2579842,U,False
3838184745.3419838,I,False
3838184745.3539839,C,True
3838184745.4709759,K,True
3838184745.504992,C,False
3838184745.5939841,K,False
3838184745.6099839,Space,True
3838184745.713984,Space,False
3838184745.7719998,B,True
3838184745.8720002,B,False
3838184745.9619842,R,True
3838184746.069984,O,True
3838184746.081984,R,False
3838184746.186976,O,False
3838184746.2309761,W,True
3838184746.2939839,N,True
3838184746.3739839,W,False
3838184746.4139838,Space,True
3838184746.4559999,N,False
3838184746.5189762,Space,False
3838184746.7889919,F,True
3838184746.877984,O,True
3838184746.902976,F,False
3838184746.9889922,O,False
3838184747.0109758,X,True
3838184747.132,Space,True
3838184747.1489921,X,False
3838184747.228992,Space,False
3838184747.2939839,J,True
3838184747.3829761,J,False
3838184747.4789758,U,True
3838184747.5379839,U,False
3838184747.6659842,M,True
3838184747.776,P,True
3838184747.8049922,M,False
3838184747.9000001,P,False
3838184747.908,S,True
3838184748.0120001,S,False
3838184748.029984,Space,True
3838184748.1349759,O,True
3838184748.1479998,Space,False
3838184748.2280002,V,True
3838184748.2659841,O,False
3838184748.3239999,V,False
3838184748.3589759,E,True
3838184748.462976,R,True
3838184748.5259838,E,False
3838184748.5939841,R,False
3838184748.641984,Space,True
3838184748.758976,Space,False
3838184748.9149761,T,True
3838184749.0240002,H,True
3838184749.0240002,T,False
3838184749.1079998,E,True
3838184749.1189761,H,False
3838184749.2080002,Space,True
3838184749.2129922,E,False
3838184749.2919998,Space,False
3838184749.340992,L,True
3838184749.4539838,A,True
3838184749.4840002,L,False
3838184749.5629759,A,False
3838184749.6949759,Z,True
3838184749.7969918,Y,True
3838184749.805984,Z,False
3838184749.9169922,Y,False
3838184750.1929922,Space,True
3838184750.3019838,Space,False
3838184750.448,D,True
3838184750.5209918,O,True
3838184750.5659838,D,False
3838184750.6440001,O,False
3838184750.7429762,G,True
3838184750.8579841,G,False
3838184751.0539842,Oemtilde,True
3838184751.2129922,Oemtilde,False
3838184758.3089919,Back,True
3838184758.3759999,Back,False
3838184758.4559999,Back,True
3838184758.54,Back,False
3838184758.6449919,Back,True
3838184758.708992,Back,False
3838184758.8039999,Back,True
3838184758.8619838,Back,False
3838184758.9469762,Back,True
3838184759.029984,Back,False
3838184759.0979838,Back,True
3838184759.1909761,Back,False
3838184759.2719998,Back,True
3838184759.3489919,Back,False
3838184759.4400001,Back,True
3838184759.5109758,Back,False
3838184759.6089921,Back,True
3838184759.7009921,Back,False
3838184759.9489918,P,True
3838184760.0279999,P,False
3838184760.1539841,H,True
3838184760.2509761,H,False
3838184760.6179838,R,True
3838184760.7749758,R,False
3838184760.8179841,A,True
3838184760.9099841,S,True
3838184760.9269762,A,False
3838184761.0789762,S,False
3838184761.2800002,E,True
3838184761.4099841,E,False
3838184761.581984,Oemcomma,True
3838184761.686976,Space,True
3838184761.7160001,Oemcomma,False
3838184761.790976,Space,False
