Seconds,Value.key,Value.pressed
3839821256.6139841,A,True
3839821256.7719998,A,False
3839821257.3969922,U,True
3839821257.509984,U,False
3839821257.9320002,D,True
3839821258.1329918,A,True
3839821258.1489921,D,False
3839821258.278976,A,False
3839821260.4559999,C,True
3839821260.6779842,C,False
3839821260.7819839,I,True
3839821260.8949761,I,False
3839821261.1360002,T,True
3839821261.2819839,T,False
3839821261.4369922,Y,True
3839821261.5679998,Y,False
3839821274.1739841,A,True
3839821274.290976,A,False
3839821274.3669758,U,True
3839821274.4929919,U,False
3839821274.8000002,D,True
3839821274.9339838,D,False
3839821274.957984,A,True
3839821275.0960002,A,False
3839821275.8000002,C,True
3839821275.932992,C,False
3839821276.3039999,I,True
3839821276.4749761,I,False
3839821276.529984,T,True
3839821276.6489921,T,False
3839821276.698976,Y,True
3839821276.8369918,Y,False
3839821277.9449921,Return,True
3839821278.2129922,Return,False
3839821316.7419839,LWin,True
3839821317.2329922,LWin,True
3839821317.2619839,LWin,True
3839821317.290976,LWin,True
3839821317.320992,LWin,True
3839821317.3499842,LWin,True
3839821317.3829761,LWin,True
3839821317.412992,LWin,True
3839821317.4449921,LWin,True
3839821317.4749761,LWin,True
3839821317.5040002,LWin,True
3839821317.5329919,LWin,True
3839821317.5619841,LWin,True
3839821317.592,LWin,True
3839821317.6209922,LWin,True
3839821317.6499839,LWin,True
3839821317.6809921,LWin,True
3839821317.7099838,LWin,True
3839821317.7309761,E,True
3839821317.865984,LWin,False
3839821317.877984,E,False
3839821450.4939842,LWin,True
3839821450.982976,LWin,True
3839821451.0120001,LWin,True
3839821451.0409918,LWin,True
3839821451.0709758,LWin,True
3839821451.0999999,LWin,True
3839821451.1160002,E,True
3839821451.3029761,E,False
3839821451.3039999,LWin,False
3839821647.9969921,LWin,True
3839821648.0809922,LWin,False
3839821649.462976,W,True
3839821649.6049919,W,False
3839821650.5320001,I,True
3839821650.6880002,I,False
3839821650.9720001,F,True
3839821651.121984,F,False
3839821665.014976,D1,True
3839821665.1859841,D1,False
3839821665.4359999,D2,True
3839821665.5739841,D2,False
3839821665.942976,D3,True
3839821666.0849919,D3,False
3839821666.4059839,D4,True
3839821666.5489922,D4,False
3839821666.994976,D5,True
3839821667.1309762,D5,False
3839821667.6029758,D6,True
3839821667.7160001,D6,False
3839821668.1579838,D7,True
3839821668.2839999,D7,False
3839821668.5679998,D8,True
3839821668.748992,D8,False
3839821763.1449919,LWin,True
3839821763.2639999,LWin,False
3839821763.7699838,A,True
3839821763.9189758,A,False
3839821765.442976,U,True
3839821765.5679998,U,False
3839821766.1029758,D,True
3839821766.1999998,D,False
3839821887.9049921,LWin,True
3839821888.0069761,LWin,False
3839821888.6579838,A,True
3839821888.7849922,A,False
3839821889.636992,U,True
3839821889.778976,U,False
3839821890.8429761,Return,True
3839821891.069984,Return,False
3839821951.3379841,LWin,True
3839821951.3569918,A,True
3839821951.3889918,A,False
3839821951.4039998,LWin,False
3839822051.3129921,VolumeUp,True
3839822051.8039999,VolumeUp,True
3839822051.8329921,VolumeUp,True
3839822051.8619838,VolumeUp,True
3839822051.8920002,VolumeUp,True
3839822051.9209919,VolumeUp,True
3839822051.9499841,VolumeUp,True
3839822051.9789758,VolumeUp,True
3839822052.0089922,VolumeUp,True
3839822052.0379839,VolumeUp,True
3839822052.0669761,VolumeUp,True
3839822052.096992,VolumeUp,True
3839822052.126976,VolumeUp,True
3839822052.1560001,VolumeUp,True
3839822052.1859841,VolumeUp,True
3839822052.2179842,VolumeUp,True
3839822052.2469759,VolumeUp,True
3839822052.2769918,VolumeUp,True
3839822052.305984,VolumeUp,True
3839822052.3349762,VolumeUp,True
3839822052.3639998,VolumeUp,True
3839822052.3689919,VolumeUp,False
3839822053.98,VolumeUp,True
3839822054.076992,VolumeUp,False
3839822054.1719999,VolumeUp,True
3839822054.2819839,VolumeUp,False
3839822058.8959999,LControlKey,True
3839822059.0169921,LControlKey,False
3839822059.3569918,LControlKey,True
383
