Seconds,Value.key,Value.pressed
3838184786.9879999,RShiftKey,True
3838184787.48,RShiftKey,True
3838184787.4959998,T,True
3838184787.5889921,RShiftKey,False
3838184787.6179838,T,False
3838184787.7209921,H,True
3838184787.830976,H,False
3838184787.8349762,E,True
3838184787.9400001,Space,True
3838184787.977984,E,False
3838184788.044992,Space,False
3838184788.0869761,Q,True
3838184788.1919999,Q,False
3838184788.204,U,True
3838184788.2969918,I,True
3838184788.348,U,False
3838184788.428,I,False
3838184788.4320002,C,True
3838184788.5359998,K,True
3838184788.5840001,C,False
3838184788.641984,Space,True
3838184788.6799998,K,False
3838184788.7480001,Space,False
3838184788.7569919,B,True
3838184788.8600001,B,False
3838184788.9520001,R,True
3838184789.0479999,R,False
3838184789.0629759,O,True
3838184789.1760001,O,False
3838184789.2179842,W,True
3838184789.290976,N,True
3838184789.368,W,False
3838184789.417984,Space,True
3838184789.452992,N,False
3838184789.5240002,Space,False
3838184789.6429758,F,True
3838184789.7800002,F,False
3838184789.8039999,O,True
3838184789.942976,O,False
3838184790.1240001,X,True
3838184790.276,X,False
3838184790.3419838,Space,True
3838184790.4339838,Space,False
3838184790.5279999,J,True
3838184790.616992,J,False
3838184790.7080002,U,True
3838184790.773984,U,False
3838184790.8839998,M,True
3838184790.9769921,P,True
3838184791.0139842,M,False
3838184791.0949759,P,False
3838184791.1109762,S,True
3838184791.2319999,S,False
3838184791.2600002,Space,True
3838184791.3639998,Space,False
3838184791.3969922,O,True
3838184791.5139842,O,False
3838184791.514976,V,True
3838184791.632,V,False
3838184791.684,E,True
3838184791.7719998,R,True
3838184791.8299842,E,False
3838184791.892992,Space,True
3838184791.9059839,R,False
3838184791.9909759,Space,False
3838184792.0159998,T,True
3838184792.136992,T,False
3838184792.1560001,H,True
3838184792.244,E,True
3838184792.2480001,H,False
3838184792.365984,E,False
3838184792.3739839,Space,True
3838184792.4749761,Space,False
3838184792.5640001,L,True
3838184792.6589761,A,True
3838184792.7069759,L,False
3838184792.7619839,A,False
3838184792.872992,Z,True
3838184792.9809918,Z,False
3838184792.9929919,Y,True
3838184793.074976,Space,True
3838184793.1079998,Y,False
3838184793.1579838,Space,False
3838184793.2889919,D,True
3838184793.3769922,O,True
3838184793.4019842,D,False
3838184793.4809918,O,False
3838184793.5129919,G,True
3838184793.6109762,G,False
3838184793.6749759,Return,True
3838184793.7629762,Return,False
3838184793.8769922,RShiftKey,True
3838184793.9689922,T,True
3838184794.0629759,RShiftKey,False
3838184794.0869761,T,False
3838184794.1549759,H,True
3838184794.2469759,H,False
3838184794.2549758,E,True
3838184794.3520002,Space,True
3838184794.402976,E,False
3838184794.452992,Space,False
3838184794.4659839,Q,True
3838184794.5709758,Q,False
3838184794.5929918,U,True
3838184794.6749759,I,True
3838184794.6999998,U,False
3838184794.7629762,C,True
3838184794.7839999,I,False
3838184794.8859839,K,True
3838184794.897984,C,False
3838184794.9920001,Space,True
3838184794.9959998,K,False
3838184795.0789762,Space,False
3838184795.0939841,B,True
3838184795.193984,B,False
3838184795.2649922,O,True
3838184795.3200002,R,True
3838184795.3449922,O,False
3838184795.428,R,False
3838184795.6819839,Back,True
3838184795.7399998,Back,False
3838184795.8039999,Back,True
3838184795.8829761,Back,False
3838184795.8959999,R,True
3838184795.9749761,R,False
3838184796.0539842,O,True
3838184796.1459842,O,False
3838184796.1760001,W,True
3838184796.256,N,True
3838184796.2639999,W,False
3838184796.377984,Space,True
3838184796.3819842,N,False
3838184796.4449921,Space,False
3838184796.4720001,F,True
3838184796.5849919,F,False
3838184796.5999999,O,True
3838184796.6919999,O,False
3838184796.7009921,X,True
3838184796.8119998,Space,True
3838184796.8179841,X,False
3838184796.9089918,Space,False
3838184796.9559999,J,True
3838184797.0320001,J,False
3838184797.1139841,U,True
3838184797.1769919,U,False
3838184797.2919998,M,True
3838184797.392992,P,True
3838184797.4059839,M,False
3838184797.46,P,False
3838184797.494976,S,True
3838184797.5949759,Space,True
3838184797.5989761,S,False
3838184797.6949759,Space,False
3838184797.704,O,True
3838184797.7929921,V,True
3838184797.8219838,O,False
3838184797.8839998,V,False
3838184797.9509759,E,True
3838184798.0359998,R,True
3838184798.0939841,E,False
3838184798.136992,Space,True
3838184798.166976,R,False
3838184798.2269759,Space,False
3838184798.2680001,T,True
3838184798.3689919,T,False
3838184798.372992,E,True
3838184798.3819842,H,True
3838184798.4889922,H,False
3838184798.4929919,E,False
3838184798.534976,Space,True
3838184798.621984,Space,False
3838184798.6999998,L,True
3838184798.8129921,A,True
3838184798.8339839,L,False
3838184798.9099841,A,False
3838184799.0479999,Z,True
3838184799.1599998,Z,False
3838184799.1899838,Y,True
3838184799.3029761,Y,False
3838184799.3329921,Space,True
3838184799.4409919,Space,False
3838184799.5259838,D,True
3838184799.6189761,O,True
3838184799.6440001,D,False
3838184799.7199998,O,False
3838184799.7549758,G,True
3838184799.870976,G,False
3838184799.9269762,Return,True
3838184800.0109758,Return,False
3838184800.116992,RShiftKey,True
3838184800.1969919,T,True
3838184800.2769918,RShiftKey,False
3838184800.3229761,T,False
3838184800.3629761,H,True
3838184800.4509759,E,True
3838184800.4559999,H,False
3838184800.5329919,Space,True
3838184800.5849919,E,False
3838184800.6349759,Space,False
3838184800.652,Q,True
3838184800.7449918,Q,False
3838184800.780992,U,True
3838184800.8569918,I,True
3838184800.8859839,U,False
3838184800.9489918,C,True
3838184800.9759998,I,False
3838184801.0849919,K,True
3838184801.0889921,C,False
3838184801.184,K,False
3838184801.1859841,Space,True
3838184801.278976,Space,False
3838184801.3920002,B,True
3838184801.477984,B,False
3838184801.572,R,True
3838184801.6760001,O,True
3838184801.6849918,R,False
3838184801.7699838,O,False
3838184801.796,W,True
3838184801.8829761,N,True
3838184801.9219842,W,False
3838184801.96,Space,True
3838184802.0029759,N,False
3838184802.0669761,Space,False
3838184802.0879998,F,True
3838184802.1999998,F,False
3838184802.2129922,O,True
3838184802.3169918,O,False
3838184802.3439999,X,True
3838184802.4679999,Space,True
3838184802.4729919,X,False
3838184802.5469761,Space,False
3838184802.592,J,True
3838184802.6749759,J,False
3838184802.7519999,U,True
3838184802.8239999,U,False
3838184802.928,M,True
3838184803.0320001,P,True
3838184803.0579839,M,False
3838184803.1289921,P,False
3838184803.1339841,S,True
3838184803.2299838,S,False
3838184803.2609921,Space,True
3838184803.3469758,Space,False
3838184803.3769922,O,True
3838184803.4589758,V,True
3838184803.4789758,O,False
3838184803.5509758,V,False
3838184803.5829759,E,True
3838184803.6749759,R,True
3838184803.7259841,E,False
3838184803.7549758,Space,True
3838184803.7800002,R,False
3838184803.8429761,Space,False
3838184803.8629761,T,True
3838184803.942976,E,True
3838184803.9559999,H,True
3838184803.9729919,T,False
3838184804.0529919,E,False
3838184804.0789762,Space,True
3838184804.0869761,H,False
3838184804.1539841,Space,False
3838184804.3249922,L,True
3838184804.4320002,A,True
3838184804.457984,L,False
3838184804.5539842,A,False
3838184804.7109761,Z,True
3838184804.8149762,Z,False
3838184804.8489919,Y,True
3838184804.9419842,Y,False
3838184804.9759998,Space,True
3838184805.0939841,Space,False
3838184805.1579838,D,True
3838184805.2549758,O,True
3838184805.280992,D,False
3838184805.3589759,O,False
3838184805.3829761,G,True
3838184805.4969921,G,False
3838184805.5509758,Return,True
3838184805.6389761,Return,False
3838184805.7600002,RShiftKey,True
3838184805.8280001,T,True
3838184805.908,RShiftKey,False
3838184805.9409919,T,False
3838184805.9969921,H,True
3838184806.0309758,E,True
3838184806.1109762,H,False
3838184806.1459842,Space,True
3838184806.1909761,E,False
3838184806.2160001,Q,True
3838184806.2469759,Space,F
