Seconds,Value.key,Value.pressed
3840363352.9349761,T,True
3840363353.0179839,T,False
3840363353.1719999,H,True
3840363353.3049922,E,True
3840363353.305984,H,False
3840363353.4219842,E,False
3840363353.6179838,Space,True
3840363353.7209921,Space,False
3840363353.8039999,Q,True
3840363353.9209919,Q,False
3840363358.9419842,T,True
3840363359.04,T,False
3840363359.0899839,H,True
3840363359.1899838,H,False
3840363359.3019838,E,True
3840363359.4099841,Space,True
3840363359.4309759,E,False
3840363359.5109758,Space,False
3840363359.6509762,Q,True
3840363359.7989759,Q,False
3840363359.9089918,U,True
3840363359.9909759,U,False
3840363360.0869761,I,True
3840363360.1749759,I,False
3840363360.388,C,True
3840363360.4920001,C,False
3840363360.6499839,K,True
3840363360.7629762,K,False
3840363360.865984,Space,True
3840363360.9689922,Space,False
3840363361.193984,B,True
3840363361.2979841,B,False
3840363361.5019841,R,True
3840363361.6440001,R,False
3840363361.6629758,O,True
3840363361.7880001,O,False
3840363362.0809922,W,True
3840363362.2019839,W,False
3840363362.3749762,N,True
3840363362.4669762,N,False
3840363362.5659838,Space,True
3840363362.6409922,Space,False
3840363363.2779841,F,True
3840363363.370976,F,False
3840363363.4019842,O,True
3840363363.552,O,False
3840363363.744,X,True
3840363363.8769922,X,False
3840363363.877984,Space,True
3840363363.964992,Space,False
3840363364.6249919,J,True
3840363364.7009921,J,False
3840363364.8249922,U,True
3840363364.8920002,U,False
3840363365.0169921,M,True
3840363365.1049919,M,False
3840363365.2199998,P,True
3840363365.3800001,P,False
3840363365.3920002,S,True
3840363365.5479999,S,False
3840363365.564992,Space,True
3840363365.686976,Space,False
3840363365.9169922,O,True
3840363366.072,O,False
3840363366.3349762,V,True
3840363366.4689922,V,False
3840363366.6389761,E,True
3840363366.8000002,E,False
3840363366.8749762,R,True
3840363366.9469762,Space,True
3840363366.9759998,R,False
3840363367.076992,Space,False
3840363367.186976,T,True
3840363367.2969918,T,False
3840363367.350976,H,True
3840363367.4549761,H,False
3840363367.4939842,E,True
3840363367.5789762,Space,True
3840363367.6329918,E,False
3840363367.6760001,Space,False
3840363367.8139839,L,True
3840363367.9389758,A,True
3840363367.9979839,L,False
3840363368.0440001,A,False
3840363368.2399998,Z,True
3840363368.3829761,Z,False
3840363368.4769921,Y,True
3840363368.5739841,Y,False
3840363368.6829758,Space,True
3840363368.7889919,Space,False
3840363368.8219838,D,True
3840363368.977984,D,False
3840363368.9819841,O,True
3840363369.141984,O,False
3840363369.2379842,G,True
3840363369.3339839,G,False
3840363370.1399999,Return,True
3840363370.2280002,Return,False
