Seconds,Value
3838184570.2319999,
3838184572.2419839,
3838184577.7639999,
3838184582.1809921,T
3838184582.3589759,Th
3838184582.4689922,The
3838184582.5909762,The 
3838184582.7579842,The q
3838184582.8939838,The qu
3838184582.9920001,The qui
3838184583.0879998,The quic
3838184583.218976,The quick
3838184583.325984,The quick 
3838184583.9269762,The quick b
3838184584.1399999,The quick br
3838184584.2480001,The quick bro
3838184584.3869758,The quick brow
3838184584.4819841,The quick brown
3838184584.569984,The quick brown 
3838184584.7199998,The quick brown f
3838184584.8449922,The quick brown fo
3838184584.9840002,The quick brown fox
3838184585.0829759,The quick brown fox 
3838184585.2199998,The quick brown fox j
3838184585.4019842,The quick brown fox ju
3838184585.6089921,The quick brown fox jum
3838184585.7009921,The quick brown fox jump
3838184585.830976,The quick brown fox jumps
3838184585.9449921,The quick brown fox jumps 
3838184586.0569921,The quick brown fox jumps o
3838184586.186976,The quick brown fox jumps ov
3838184586.3169918,The quick brown fox jumps ove
3838184586.4069762,The quick brown fox jumps over
3838184586.5209918,The quick brown fox jumps over 
3838184586.7199998,The quick brown fox jumps over t
3838184586.8859839,The quick brown fox jumps over th
3838184586.9520001,The quick brown fox jumps over the
3838184587.1249919,The quick brown fox jumps over the 
3838184587.3579841,The quick brown fox jumps over the l
3838184587.4969921,The quick brown fox jumps over the la
3838184587.8539839,The quick brown fox jumps over the laz
3838184588.1649919,The quick brown fox jumps over the lazy
3838184588.2729921,The quick brown fox jumps over the lazy 
3838184588.4489918,The quick brown fox jumps over the lazy d
3838184588.5259838,The quick brown fox jumps over the lazy do
3838184588.6629758,The quick brown fox jumps over the lazy dog
3838184588.8389759,The quick brown fox jumps over the lazy dog

3838184589.136992,The quick brown fox jumps over the lazy dog
T
3838184589.320992,The quick brown fox jumps over the lazy dog
Th
3838184589.3539839,The quick brown fox jumps over the lazy dog
The
3838184589.865984,The quick brown fox jumps over the lazy dog
The 
3838184590.0159998,The quick brown fox jumps over the lazy dog
The q
3838184590.1479998,The quick brown fox jumps over the lazy dog
The qu
3838184590.2779841,The quick brown fox jumps over the lazy dog
The qui
3838184590.4389758,The quick brown fox jumps over the lazy dog
The quic
3838184590.5659838,The quick brown fox jumps over the lazy dog
The quick
3838184590.7009921,The quick brown fox jumps over the lazy dog
The quick 
3838184590.9259839,The quick brown fox jumps over the lazy dog
The quick b
3838184591.1379838,The quick brown fox jumps over the lazy dog
The quick br
3838184591.253984,The quick brown fox jumps over the lazy dog
The quick bro
3838184591.3839998,The quick brown fox jumps over the lazy dog
The quick brow
3838184591.4689922,The quick brown fox jumps over the lazy dog
The quick brown
3838184591.592,The quick brown fox jumps over the lazy dog
The quick brown 
3838184591.7889919,The quick brown fox jumps over the lazy dog
The quick brown f
3838184591.8819842,The quick brown fox jumps over the lazy dog
The quick brown fo
