Seconds,Value.key,Value.pressed
3838184582.0179839,RShiftKey,True
3838184582.1769919,T,True
3838184582.2449918,RShiftKey,False
3838184582.3039999,T,False
3838184582.3549762,H,True
3838184582.462976,E,True
3838184582.464992,H,False
3838184582.5859842,Space,True
3838184582.6109762,E,False
3838184582.7119999,Space,False
3838184582.7519999,Q,True
3838184582.8389759,Q,False
3838184582.888,U,True
3838184582.9840002,I,True
3838184583.0440001,U,False
3838184583.0809922,C,True
3838184583.1099839,I,False
3838184583.2080002,C,False
3838184583.2109761,K,True
3838184583.3129921,Space,True
3838184583.3649921,K,False
3838184583.4309759,Space,False
3838184583.912992,B,True
3838184584.029984,B,False
3838184584.1289921,R,True
3838184584.2209921,R,False
3838184584.238976,O,True
3838184584.3559999,O,False
3838184584.3749762,W,True
3838184584.4699841,N,True
3838184584.4909759,W,False
3838184584.5569921,Space,True
3838184584.6109762,N,False
3838184584.6779842,Space,False
3838184584.7069759,F,True
3838184584.8239999,O,True
3838184584.8289919,F,False
3838184584.9669762,O,False
3838184584.9689922,X,True
3838184585.0679998,Space,True
3838184585.1139841,X,False
3838184585.168992,Space,False
3838184585.2029762,J,True
3838184585.2880001,J,False
3838184585.3859839,U,True
3838184585.4689922,U,False
3838184585.5909762,M,True
3838184585.684,P,True
3838184585.7379842,M,False
3838184585.8099842,S,True
3838184585.8179841,P,False
3838184585.9120002,S,False
3838184585.9239998,Space,True
3838184586.0159998,Space,False
3838184586.034976,O,True
3838184586.1609921,V,True
3838184586.1999998,O,False
3838184586.2449918,V,False
3838184586.2919998,E,True
3838184586.3829761,R,True
3838184586.432992,E,False
3838184586.494976,Space,True
3838184586.5040002,R,False
3838184586.612,Space,False
3838184586.6919999,T,True
3838184586.7929921,T,False
3838184586.8579841,H,True
3838184586.9249921,E,True
3838184586.9840002,H,False
3838184587.0560002,E,False
3838184587.096992,Space,True
3838184587.213984,Space,False
3838184587.3289919,L,True
3838184587.4640002,A,True
3838184587.4989762,L,False
3838184587.5479999,A,False
3838184587.8200002,Z,True
3838184588.0799999,Z,False
3838184588.1289921,Y,True
3838184588.2379842,Space,True
3838184588.2800002,Y,False
3838184588.345984,Space,False
3838184588.4120002,D,True
3838184588.4869761,O,True
3838184588.5209918,D,False
3838184588.6129918,O,False
3838184588.6259842,G,True
3838184588.7299838,G,False
3838184588.7979841,Return,True
3838184588.9069762,Return,False
3838184589.0409918,RShiftKey,True
3838184589.1339841,T,True
3838184589.2269759,RShiftKey,False
3838184589.2529922,T,False
3838184589.3169918,H,True
3838184589.3499842,E,True
3838184589.4269762,H,False
3838184589.4809918,E,False
3838184589.860992,Space,True
3838184589.964992,Space,False
3838184590.0089922,Q,True
3838184590.106976,Q,False
3838184590.1429758,U,True
3838184590.2709761,I,True
3838184590.3089919,U,False
3838184590.390976,I,False
3838184590.432992,C,True
3838184590.5539842,K,True
3838184590.5640001,C,False
3838184590.693984,Space,True
3838184590.7149758,K,False
3838184590.7979841,Space,False
3838184590.9120002,B,True
3838184591.0079999,B,False
3838184591.1249919,R,True
3838184591.2249918,R,False
3838184591.2429762,O,True
3838184591.3600001,O,False
3838184591.3720002,W,True
3838184591.4559999,N,True
3838184591.4729919,W,False
3838184591.5789762,Space,True
3838184591.6129918,N,False
3838184591.6729922,Space,False
