Seconds,Value
3838359891.7069759,
3838359891.7219839,
3838359945.2019839,
3838359951.370976,t
3838359951.4859838,th
3838359951.5629759,the
3838359951.7649922,the 
3838359951.8819842,the q
3838359952.0229759,the qu
3838359952.7839999,the qui
3838359952.902976,the quic
3838359952.9840002,the quick
3838359953.0779839,the quick 
3838359954.1089921,the quick b
3838359954.1809921,the quick br
3838359954.3039999,the quick bro
3838359954.3969922,the quick brow
3838359954.549984,the quick brown
3838359954.6399999,the quick brown 
3838359955.054976,the quick brown f
3838359955.2259841,the quick brown fo
3838359955.345984,the quick brown fox
3838359955.4769921,the quick brown fox 
3838359955.7419839,the quick brown fox j
3838359955.8849921,the quick brown fox ju
3838359955.994976,the quick brown fox jum
3838359956.136992,the quick brown fox jump
3838359956.2349758,the quick brown fox jumps
3838359956.3339839,the quick brown fox jumps 
3838359956.3920002,the quick brown fox jumps o
3838359956.5879998,the quick brown fox jumps ov
3838359956.6429758,the quick brown fox jumps ove
3838359956.7369919,the quick brown fox jumps over
3838359956.8369918,the quick brown fox jumps over 
3838359956.9299841,the quick brown fox jumps over t
3838359957.0019841,the quick brown fox jumps over th
3838359957.0939841,the quick brown fox jumps over the
3838359957.1909761,the quick brown fox jumps over the 
3838359957.3269758,the quick brown fox jumps over the l
3838359957.3949761,the quick brown fox jumps over the la
3838359958.2839999,the quick brown fox jumps over the laz
3838359958.377984,the quick brown fox jumps over the lazy
3838359958.5179839,the quick brown fox jumps over the lazy 
3838359959.184,the quick brown fox jumps over the lazy d
3838359959.4489918,the quick brown fox jumps over the lazy do
3838359959.552,the quick brown fox jumps over the lazy dog
3838359963.2499838,the quick brown fox jumps over the lazy dog

3838359963.888,the quick brown fox jumps over the lazy dog
t
3838359963.9989762,the quick brown fox jumps over the lazy dog
th
3838359964.092,the quick brown fox jumps over the lazy dog
the
3838359964.2649922,the quick brown fox jumps over the lazy dog
the 
3838359964.3720002,the quick brown fox jumps over the lazy dog
the q
3838359964.4859838,the quick brown fox jumps over the lazy dog
the qy
3838359964.5659838,the quick brown fox jumps over the lazy dog
the qyu
3838359964.6880002,the quick brown fox jumps over the lazy dog
the qyuc
3838359965.1349759,the quick brown fox jumps over the lazy dog
the qyu
