Seconds,Value.key,Value.pressed
3838368174.8549762,LShiftKey,True
3838368175.0560002,T,True
3838368175.1479998,T,False
3838368175.1979842,LShiftKey,False
3838368175.8439999,H,True
3838368175.928,H,False
3838368176.0079999,E,True
3838368176.101984,E,False
3838368176.1579838,Space,True
3838368176.256,Space,False
3838368176.4840002,Q,True
3838368176.572,U,True
3838368176.5760002,Q,False
3838368176.6479998,I,True
3838368176.7229762,U,False
3838368176.8039999,I,False
3838368176.840992,C,True
3838368176.932992,C,False
3838368176.982976,K,True
3838368177.0879998,Space,True
3838368177.161984,K,False
3838368177.2449918,Space,False
3838368177.9729919,B,True
3838368178.0609918,B,False
3838368178.1059842,R,True
3838368178.1849918,O,True
3838368178.193984,R,False
3838368178.310976,O,False
3838368178.5169921,W,True
3838368178.5949759,N,True
3838368178.6079998,W,False
3838368178.6789761,N,False
3838368178.7280002,Space,True
3838368178.840992,Space,False
3838368179.1259842,F,True
3838368179.208992,F,False
3838368179.248992,O,True
3838368179.320992,O,False
3838368179.6749759,X,True
3838368179.7649922,Space,True
3838368179.7689919,X,False
3838368179.877984,Space,False
3838368180.7319999,J,True
3838368180.8149762,J,False
3838368180.890976,U,True
3838368180.977984,U,False
3838368181.4059839,M,True
3838368181.5229759,M,False
3838368181.621984,P,True
3838368181.7379842,P,False
3838368181.796,S,True
3838368181.8759999,S,False
3838368181.8989758,Space,True
3838368182.0120001,Space,False
3838368182.0440001,O,True
3838368182.1680002,O,False
3838368182.2889919,V,True
3838368182.3559999,V,False
3838368182.360992,E,True
3838368182.4189758,E,False
3838368182.5019841,R,True
3838368182.5739841,R,False
3838368182.5779839,Space,True
3838368182.6699839,Space,False
3838368182.7459841,L,True
3838368182.8600001,L,False
3838368183.9339838,Back,True
3838368184.0179839,Back,False
3838368184.1059842,T,True
3838368184.1829758,T,False
3838368184.2419839,H,True
3838368184.3429761,H,False
3838368184.422976,E,True
3838368184.5079999,E,False
3838368184.5309758,Space,True
3838368184.6329918,Space,False
3838368184.7839999,L,True
3838368184.9189758,L,False
3838368184.948,A,True
3838368185.0359998,A,False
3838368185.1739841,Z,True
3838368185.2619839,Z,False
3838368185.3280001,Y,True
3838368185.4200001,Y,False
3838368185.5279999,Space,True
3838368185.6479998,Space,False
3838368185.666976,D,True
3838368185.7600002,D,False
3838368185.8129921,O,True
3838368185.9169922,O,False
3838368186.034976,G,True
3838368186.1139841,G,False
3838368186.1179838,Space,True
3838368186.2409921,Space,False
3838368187.7149758,Back,True
3838368187.8029761,Back,False
3838368188.3169918,OemPeriod,True
3838368188.4120002,OemPeriod,False
3838368188.8899841,Return,True
3838368189.0629759,Return,False
3838368190.9979839,LShiftKey,True
3838368191.132,T,True
3838368191.2109761,LShiftKey,False
3838368191.218976,T,False
3838368191.422976,E,True
3838368191.5159998,H,True
3838368191.5329919,E,False
3838368191.6040001,H,False
3838368191.6979842,Space,True
3838368191.810976,Space,False
3838368192.902976,Back,True
3838368192.9869761,Back,False
3838368193.0279999,Back,True
3838368193.1240001,Back,False
3838368193.1579838,Back,True
3838368193.2639999,Back,False
3838368193.3129921,Back,True
3838368193.3939838,Back,False
3838368194.2329922,T,True
3838368194.253984,LShiftKey,True
3838368194.3139839,T,False
3838368194.3349762,LShiftKey,False
3838368195.3499842,Back,True
3838368195.4459839,Back,False
3838368195.5829759,LShiftKey,True
3838368195.7549758,T,True
3838368195.8169918,LShiftKey,False
3838368195.845984,T,False
3838368196.0479999,H,True
3838368196.1440001,H,False
3838368196.1749759,E,True
3838368196.253984,E,False
3838368196.2889919,Space,True
3838368196.3869758,Space,False
3838368196.9219842,Q,True
3838368197.0059838,Q,False
3838368197.2929921,U,True
3838368197.4359999,I,True
3838368197.5029759,U,False
3838368197.5709758,I,False
3838368197.6139841,C,True
3838368197.688992,C,False
3838368198.0129919,K,True
3838368198.126976,Space,True
3838368198.1949759,K,False
3838368198.2949762,Space,False
3838368198.4539838,B,True
3838368198.549984,B,False
3838368198.612,R,True
3838368198.6949759,R,False
3838368198.7749758,O,True
3838368198.8949761,O,False
3838368198.942976,W,True
3838368199.0320001,N,True
3838368199.04,W,False
3838368199.1079998,N,False
3838368199.1819839,Space,True
3838368199.3119998,Space,False
3838368199.46,F,True
3838368199.534976,F,False
3838368199.5389762,O,True
3838368199.656992,O,False
3838368199.8229761,X,True
3838368199.9239998,X,False
3838368199.9699841,Y,True
3838368200.0539842,Y,False
3838368200.1079998,Space,True
3838368200.2299838,Space,False
3838368200.3559999,J,True
3838368200.4509759,J,False
3838368200.5379839,U,True
3838368200.6299839,U,False
3838368200.7259841,M,True
3838368200.8489919,M,False
3838368200.9389758,P,True
3838368201.0560002,P,False
3838368201.0599999,S,True
3838368201.136992,S,False
3838368201.1609921,Space,True
3838368201.2659841,Space,False
3838368201.273984,O,True
3838368201.3839998,O,False
3838368201.5040002,V,True
3838368201.5339842,E,True
3838368201.5849919,V,False
3838368201.6149759,E,False
3838368201.6799998,R,True
3838368201.7059841,Space,True
3838368201.7719998,R,False
3838368201.8219838,Space,False
3838368201.8789759,T,True
3838368201.9640002,T,False
3838368201.9679999,H,True
3838368202.064992,H,False
3838368202.1059842,E,True
3838368202.1899838,E,False
3838368202.193984,Space,True
3838368202.2819839,Space,False
3838368202.316,L,True
3838368202.4499841,A,True
3838368202.4539838,L,False
3838368202.5169921,A,False
3838368202.698976,Z,True
3838368202.796,Y,True
3838368202.7969918,Z,False
3838368202.8800001,Y,False
3838368202.9749761,Space,True
3838368203.0840001,Space,False
3838368203.5679998,D,True
3838368203.6489921,D,False
3838368203.6529918,O,True
3838368203.7689919,O,False
3838368203.8189759,G,True
3838368203.8939838,G,False
